Time,Elastic Energy,Bulk free energy,Gradient Energy,Total Energy
1.54481E+13,4.469093,5.046316564,3.582332146,13.09774171
1.72074E+13,4.468997216,5.046431916,3.582312552,13.09774168
1.8087E+13,4.469092779,5.046317115,3.582331736,13.09774163
1.85268E+13,4.468997045,5.046432189,3.582312377,13.09774161
1.94064E+13,4.469092586,5.046317603,3.582331374,13.09774156
1.98462E+13,4.468996897,5.046432417,3.582312232,13.09774155
2.07258E+13,4.469092417,5.046318033,3.582331054,13.0977415
2.11656E+13,4.468996771,5.046432608,3.582312112,13.09774149
2.20452E+13,4.46909227,5.046318413,3.58233077,13.09774145
2.38044E+13,4.468996662,5.046432766,3.582312014,13.09774144
2.73229E+13,4.469092141,5.046318748,3.582330519,13.09774141
2.90821E+13,4.468996568,5.046432898,3.582311934,13.0977414
2.99617E+13,4.469092028,5.046319046,3.582330296,13.09774137
3.17209E+13,4.468996488,5.046433006,3.58231187,13.09774136
3.26005E+13,4.46909193,5.046319309,3.582330097,13.09774134
3.30403E+13,4.468996419,5.046433094,3.582311819,13.09774133
3.32602E+13,4.469091844,5.046319543,3.582329921,13.09774131
3.37E+13,4.46899636,5.046433166,3.582311779,13.0977413
3.39199E+13,4.469091768,5.04631975,3.582329764,13.09774128
3.43597E+13,4.46899631,5.046433223,3.582311749,13.09774128
3.45796E+13,4.469091702,5.046319935,3.582329624,13.09774126
3.46896E+13,4.468996267,5.046433268,3.582311726,13.09774126
3.49095E+13,4.469091645,5.046320098,3.582329499,13.09774124
3.53493E+13,4.46899623,5.046433302,3.58231171,13.09774124
3.55692E+13,4.469091594,5.046320244,3.582329387,13.09774123
3.6009E+13,4.468996199,5.046433329,3.5823117,13.09774123
3.68886E+13,4.46909155,5.046320375,3.582329288,13.09774121
3.73284E+13,4.468996173,5.046433348,3.582311694,13.09774121
3.8208E+13,4.469091511,5.046320491,3.582329198,13.0977412
3.86478E+13,4.46899615,5.046433361,3.582311691,13.0977412
3.95274E+13,4.469091477,5.046320595,3.582329118,13.09774119
4.12867E+13,4.468996131,5.046433369,3.582311692,13.09774119
4.21663E+13,4.469091446,5.046320688,3.582329046,13.09774118
4.26061E+13,4.468996115,5.046433373,3.582311695,13.09774118
4.34857E+13,4.46909142,5.046320771,3.582328981,13.09774117
4.39255E+13,4.468996102,5.046433375,3.5823117,13.09774118
